,Title,Text
423,"Kang'ata: Emissaries have been sent, but I won't recant BBI letter","Senator Irungu Kang'ata has maintained that he will not recant his letter to President Uhuru Kenyatta inwhich he outlined a list of reasons why he felt BBI is unpopular in Central Kenya.Kang'ata said emissaries have been sent to try and convince him to either resign or recant his statements.""I have told them in clear terms that I will not recant that letter. Reason being it was factual. I was only reporting information that I gathered in Murang'a county which appears to reflect also the general sentiments in our region,"" Kang'ata said in an interview with the Nation on Thursday.Kang'ata wrote a controversial letter to Uhuru indicating that the BBI referendum was not popular in the Central region.He warned that as a result, the proposed BBI referendum faces a ""spectacular defeat"" in the region.The letter which triggered political suspicion, also rocked a major split in his Mt Kenya backyard.Though Kang'ata apologised, saying the letter was leaked to the media, Uhuru's allies have claimed Deputy President William Ruto is the hand behind the political turmoil—including the letter.On Monday Kang'ata was disowned by powerful Mt Kenya leaders, including the region's 10 governors.However, he still maintains that the letter was courteous and he did not insult anyone.When asked whether he will resign, Kang'ata said he will not resign due to pressure but if he finds a probable reason.""I'm a leader who does not believe in clinging strongly onto power. I do not want a position where he is embarrassed by the people from his backyard,"" he said.""I will not resign pursuant to pressure. But I can tell you if I get a good reason which will then justify my resignation I will definitely resign."""
424,Three more deaths as Kenya records 138 virus cases,"Kenya on Thursday recorded 138 new cases of Covid-19 from a sample size of 4,526.This brings the country's case load to 98,693, Health CS Mutahi Kagwe has said.The CS in a statement confirmed the cumulative tests done so far stand at 1,107, 121.The country's fatalities have risen to 1,723 after another three patients succumbed to the disease.Kagwe said that there are 680 patients currently admitted in various hospitals across the country. Another, 1,730 patients are on the home-based care programme.A total of 26 patients are in ICU, out of which 17 are on ventilatory support.Also, 16 patients are separately on supplementary oxygen, out of which 13 are in general wards and three in the HDU.Meanwhile, 266 patients have recovered from the disease out of which 251 were from the Homebased care program while 15 were discharged from various health facilities.Kenya's recoveries now stand at 81,933.From the new cases reported on Thursday, 119 are Kenyans while 19 are foreigners.In terms of gender, 88 are males while 50 are females and the youngest in a one-year-old child and the oldest is 80.Nairobi leads with 65 cases."
425,IEBC denies sabotaging BBI through slow signature verification,"IEBC Chairman Wafula Chebukati has dismissed claims that the commission is maliciously slowing down the progress of the BBI signature verification process.In a statement on Thursday, Chebukati said the accusations of sabotage are unfortunate and untrue.He was responding to Suna East Mp Junet Mohamed, who early on Thursday had accused IEBC of intentionally delaying the signature verification process.Junet, who is the BBI secretariat co-chairman said there was no internet connectivity in Bomas of Kenya on Monday and Tuesday which hampers the progress of the process.Defending the commission, Chebukati acknowledged that there were some internet hitches which were swiftly addressed by the Bomas management.""The commission leased with Bomas of Kenya for the purposes of verification exercise. In accordance with the contractual obligations, the facility is expected to provide uninterrupted power supply and internet connectivity to enable data capture and verification process,"" Chebukati said.""The commission acknowledges having experienced intermittent internet connectivity challenges on the material dates at the facility occasioned by system upgrade of the bandwidth and power outages. However, the issue was formally brought to the attention of Bomas of Kenya management for quick action and the same addressed."" The secretariat had decried the slow pace of verification of the 4.2 million signatures the Bridges campaigners presented to the IEBC last month. Junet said they were disturbed by the turn of events.The lawmaker cautioned the IEBC not to subject them to another round of protests in a push to remove the commissioners.IEBC, in its January 8 update on the verification, said they had captured 544,624 records – being above 50 per cent of the required one million signatures."
426,Museveni 'votes just before polls officially close',"Uganda's President Yoweri Museveni, 76, voted less than 15 minutes before polling stations officially closed, a journalist has tweeted:Polls officially closed at 4pm, but people in queues are still allowed to vote.Museveni, who has been in power since 1986, is seeking a sixth elected. His main challenger is Bobi Wine, the 38-year-old pop star-turned-politician.The president voted in Rushere town in western Uganda.Earlier, there were reports biometric voter verification kits had failed to work in a number of polling stations.Electoral Commission's spokesperson, Paul Bukenya, said they had received reports that some of the kits had malfunctioned.The electronic devices are used to capture and verify details of voters before they can be issued with ballot papers.Long queues were spotted in most polling stations visited by the BBC, although there were delays in delivery of voting materials at some stations."
427,Ruto unveils Ngengele for Machakos Senator by-election,"Deputy President William Ruto has unveiled his preferred candidate in the upcoming Machakos Senator by-election.The DP met Urbanus Ngengele, who will be seeking to take over from the late Senator Boniface Kabaka.Ruto unveiled Ngengele on Thursday at his Karen residence, accompanied by a number of leaders including the United Democratic Alliance (UDA) chairman Johnson MuthamaThe DP said that he is grateful to witness the partnership forged by the Machakos Senate by-election hopefuls in favour of Ngengele.Ruto described Ngengele as a hustler from the county.""Our gratitude to them for their audacity and leadership to cede their aspirations and back Ngengele for the race,"" Ruto said.The Independent and Electoral Commission announced that the Machakos senatorial by-election will be held on March 18.Earlier on, the commission had set the by-election for March 23, but the date has been revised due to the national examinations.UDA had refuted the claims that it had picked former Machakos County Deputy Governor Bernard Muia Kiala as its flagbearer."
428,Two more White Rhino embryos produced in December,"The efforts to prevent the extinction of the Northern White Rhino through advanced assisted reproduction technologies is still bearing fruits.The international consortium of scientists and conservationists that is working towards preventing it announced that two new embryos were produced last month.On December 13 last year, the team of Leibniz Institute for Zoo and Wildlife Research (Leibniz-IZW), Safari Park Dvůr Králové, Kenya Wildlife Service and Ol Pejeta Conservancy successfully performed an oocyte collection in Kenya.After immediate transportation of the recovered oocytes across continents, the embryos were created at Avantea laboratory in Cremona (Italy) following maturation and fertilisation of the oocytes with the semen of Suni.They were cryopreserved on Christmas eve when they reached the blastocyst stage suitable for freezing and increase the total number of viable embryos produced so far to five.This nourishes the hope that despite challenges and delays caused by Covid-19 the northern white rhino can still be saved.Females Najin and Fatu at Ol Pejeta Conservancy, Kenya, are the only remaining northern white rhinos in the world.To prevent the extinction of the northern white rhino, an international consortium of scientists and conservationists harvest immature egg cells (oocytes) from the two females.They artificially inseminate these using frozen sperm from deceased males in order to create viable northern white rhino embryos.In the near future, the embryos will be transferred into southern white rhino surrogate mothers to create northern white rhino offspring.The embryos are now stored in liquid nitrogen along with the three embryos from previous procedures.Unfortunately, no oocytes were retrieved from Najin, who is Fatu’s mother. Previously, collecting oocytes from Najin was successful, but no embryos were created from her egg cells.More:"
429,"BBI will not cure the culture of impunity, ethnic division - ICJ Kenya","The International Commission of Jurists (ICJ) Kenyan Chapter has expressed its dissatisfaction with the recommendations contained in the Building Bridges Initiative (BBI).ICJ Kenya section chair Kelvin Mogeni said the commission does not support the push for the constitutional amendment, the recommendations, and proposals contained in the BBI Report and the Constitution of Kenya (Amendment) Bill, 2020.“We posit that the BBI report does not lay out clearly defined arguments for substantive constitutional questions as response measures to the challenges raised therein… the proposed constitutional amendments will not be the magic bullets to the current social, economic, and legal concerns that affect the Kenyan people,” Mogeni said.In a statement on Thursday, Mogeni said that the decision has been reached after interrogating the contents of the BBI report and the Constitution of Kenya (Amendment) Bill, 2020.“As a Commission of Jurists, our considered view is that the proposed amendments take away the gains contained in the Constitution 2010 and undermine the rule of law,” Mogeni said.He added that “from our analysis and monitoring of the public discourse, we conclude that the BBI process has been characterised by general mistrust, divergent political and contested interests, a failed attempt to inculcate a people-driven and people-centric approach which ought to align with principles of the rule of law, democracy, and human rights.”The chairman added that there is no guarantee that the proposed constitutional amendments will either address the underlying social-political concerns, entrenched marginalization, or historical injustices.“ICJ Kenya concludes that the issue of concern is that the Constitution has neither been accorded adequate time to organically shape the legal, political, economic, and social landscape nor given impetus to reorient Kenya's political culture fulfilling positive state obligations and rights of the citizenry,” he said.According to ICJ Kenya, the current social, economic, and legal concerns raised in the report do not require substantive constitutional reform measures.It has further said that there are a number of lingering challenges, including the Covid- 19 pandemic which should be prioritised.“Whereas ICJ Kenya support calls for a unified Kenya, we reject the BBI proposals on constitutional amendments in totality and reiterate that the amendments are unnecessary…what the Constitution 2010 requires is meaningful and deliberate implementation.”"
430,Kenya's cyber attacks hit 35.2 million during Covid peak,"The Kenya Computer Incident Response Team – Coordination Centre (National KE-CIRT/CC) detected 35.2 million cyber threat events between July and September 2020, new data shows.According to data from the Communications Authority of Kenya, this represented a 152.9 per cent increase from the 13.9 million threat events detected in the previous quarter.The increase in cyber threat attacks detected was attributed to the move to working remotely and increased uptake of e-commerce in response to the Covid-19 pandemic.The data detected an increase in malware and web application attacks.This increased vulnerability of organizations and businesses to cybercriminals who targeted remote working systems and tools, and e-commerce sites for fraudulent gains.Out of the 35.2 million cyber threats, 31,842,635 were malware compared to 12,508,275 recorded between April to June 2020. This represents a 154.6 per cent increase.1,245,451 were DD0S/Botnet compared to only 267,931 recorded in the previous quarter - a 364.8 per cent.A DDoS (distributed denial of service) attack is a malicious attempt to make a server or a network resource unavailable to users. It is achieved by saturating a service, which results in its temporary suspension or interruption.Occasionally referred to as a “zombie army,” a botnet is a group of hijacked Internet-connected devices, each injected with malware used to control it from a remote location without the knowledge of the device’s rightful owner.Web application attacks increased by 86.6 per cent to 2,057,369 from 1,102,840 the previous quarter.System vulnerabilities however reduced by 5.1 per cent to 28,482 from 30,023 between April and June. During this period, there was also an increase in online abuse and online fraud cases reported to the National KE-CIRT/CC.National KE-CIRT/CC also received 354 requests from investigative agencies.This was a 36.15 per cent increase in requests received as compared to 260 in the previous period of April and June 2020.During this period, there was an increase in child online abuse, online abuse and online fraud.Of these requests, 1.7 per cent related to child online abuse, 36.2 per cent being attributed to online abuse and 27.4 per cent being linked to online fraud.According to global cybersecurity firm–Kaspersky, Kenya is among African countries facing a possible increase in cybercrime in 2021, amid economic uncertainty occasioned by the Covid-19 pandemic.While the increase in these crimes will vary by country, African nations must prepare themselves for the inevitability of increases in malware that already topped 28 million by August last year, according to Kaspersky research.“Thanks to the increased connectedness of people, the rise in unemployment will not only see a spike in traditional crime, but this will also extend to the digital environment – something we are already seeing,” Lehan van den Heever, Enterprise Cyber Security Advisor for Kaspersky in Africa, said earlier this week.Kaspersky security solutions in September reported 28 million malware attacks in 2020 and 102 million detections of potentially unwanted programs (pornware, adware among others), where South Africa, Kenya and Nigeria were the most affected.More:"
431,Gazette notice calling for Nairobi gubernatorial by-election suspended again,"The High Court has for the second time issued an order suspending a Gazette notice calling for the by-election of the Nairobi Gubernatorial seat.Justice Anthony Mrima on Thursday issued the order following an application filed by Anne Kananu.Two other cases filed by Okiya Omtatah and Habil Kongo respectively (an aspiring Nairobi Governor) are to be heard on Thursday afternoon.They are seeking orders blocking Kananu's vetting slated for Friday among other orders.Justice Mrima had earlier this month suspended the special Gazette notice issued by the IEBC last month calling for a by-election to replace impeached Governor Mike Sonko.The judge ruled the by-election suspended pending the hearing and determination of the application by Sonko, who argued that procedures were violated, hence, the impeachment is null and void.Sonko challenged his removal from office, claiming the due process was violated. He argued he will suffer snots ouster from office.Sonko argued that he will suffer irreparable damage because he stands to lose his position as the second governor of the city without due process of the law.Last week, an anti-corruption court formally withdrew a petition filed by a Nairobi voter - Peter Agoro -challenging the nomination of Kananu as Nairobi's Deputy Governor.Impeached Governor Mike Sonko represented by lawyer Harrison Kinyanjui had opposed the withdrawal of the case and subsequently filed a cross-petition.But Justice Hedwig Ongundi on Thursday said the alleged petition has not been paid for and it is not before her so she cannot make any directions.With the withdrawal of the petition, Kananu could be hastily vetted by the county assembly and sworn in as the deputy governor.She would then take over as the first woman governor of Nairobi.Kananu, a criminology graduate, served as Disaster Management chief officer in Sonko's administration."
432,"Long queues, delays mark start of Uganda voting","Polling stations have opened across Uganda for presidential and parliamentary elections, amid increasing tension and an internet shutdown.Journalists in Uganda have been posting pictures and videos of queues at polling stations in the capital, Kampala, and across the country.Polls opened at 07:00 local time and are scheduled to close at 16:00, although the election commission said all registered voters who will be in the queue by closing time will be allowed to cast their ballots.Opposition presidential candidate Bobi Wine is expected to cast his vote at a polling station on the outskirts of Kampala.President Yoweri Museveni will vote in his rural home in Western Uganda.Some diplomatic missions have cast doubt over the electoral process, citing the arrest of opposition members during a campaign marred by violence.They've also spoken against attacks on freedom of expression after the government told internet providers to cut off their services.Journalists are reporting delays in the delivery of voting materials in some polling stations in Uganda.Those who tweeted from various polling stations said materials were yet to be delivered by 07:00 local time when polls were supposed to open.The government has ordered a block on all social media.Here are some tweets from journalists on the Thursday delay:"
433,"Ruto, allies face punishment for moving to UDA - Tuju","Deputy President William Ruto and his allies are staring at a punishment by the Jubilee Party for joining and advancing the interests of the United Democratic Party.Secretary-general Raphael Tuju on Wednesday said they could face penalties as he downplayed threats by ANC MPs to impeach the DP for alleged insubordination.Speaking during a press conference at Jubilee Party headquarters in Pangani, Nairobi, Tuju said disciplinary issues are handled by the party disciplinary committee.The SG disclosed that he is waiting for the decision of the committee to be forwarded to the National Management Committee and the National Executive Council for a final decision.Tuju, however, said the party has never discussed Ruto’s impeachment despite a fresh push by MPs allied to ANC leader Musalia Mudavadi.“When it comes to statements from another party with respect to a member of Jubilee and so forth, it is not something that we have discussed,” Tuju said.ANC legislators led by Lugari MP Ayub Savula threatened to sponsor a motion to oust the Deputy President for disrespecting President Uhuru Kenyatta.Ruto and his allies have shifted to UDA, formerly known as Party of Development and Reforms, a Jubilee affiliate party, citing frustrations in the ruling party.The party also changed its symbol from a bull to a wheelbarrow and Kazi ni Kazi as its slogan.The wheelbarrow has been the face of the hustler nation empowerment programme headed by the DP that has attracted a lot of criticism from supporters of the BBI.Former Machakos Senator Johnstone Muthama, a Ruto strategist, took over as the party chairman.At the press conference, Senate Deputy Majority Leader Fatuma Dullo, the only senator elected on PDR,  claimed the party was renamed without consultation.“We have seen the change of name in the media as elected members, not only myself but as MPs who were elected on PDR. There has not been consultation in as far as a change of name is concerned,” she said.Dullo, however, maintained that the party is still an affiliate of Jubilee Coalition and that the change of name has not affected the coalition arrangement.UDA has already fielded candidates in the upcoming parliamentary and senatorial by-elections, contradicting the Jubilee position to pull out of the polls.On Tuesday, Tuju announced that Jubilee will not be fielding candidates in the parliamentary by-election in Kabuchai and Matungu constituencies as well as senatorial seat poll in Machakos county.The SG cited the party’s need to avoid conflict with ANC, Ford Kenya, ODM and Wiper which he said are currently enjoying the good working relationship with Jubilee Party.“It is the decision of the Jubilee Party that given the bigger picture of bringing this country together through the BBI avenue, ceding ground to the NASA parties is essential to ensuring that we do not open unnecessary arenas for conflict with our very able partners in the BBI,” Tuju said.He, however, disclosed that Jubilee will field a candidate for Nairobi governor seat and three ward seats.“As for Nairobi seat for governor, we are on standby mode as the matter plays out in the High Court and the Nairobi county assembly,” he said.He unveiled and handed party certificates to Virginia Wamaitha for Hells Gate ward in Nakuru, Francis Njoroge for London ward in Nakuru and Lucy Ngendo for Huruma ward in Uasin Gishu.Tuju was flanked by Dullo, National Assembly Majority leader Amos Kimunya, his deputy Jimmy Angwenyi, National Assembly Majority Whip Emmanuel Wangwe, his deputy Maoka Maore and secretary to the Jubilee parliamentary group Adan Keynan. Edited by Kiilu Damaris"
434,Governors: Why we can't pay nurses an extra coin,"""You won't get a cent more."" That's what governors have told striking health workers.The governors say they have accepted all demands by the striking workers except for higher allowances, which they reject outright.The governors, who spoke to the media in Nairobi yesterday, said financial demands can only be considered in a new Collective Bargaining Agreement.Nurses and clinical officers in 34 counties went on strike on December 7. They demand higher allowances, adequate personal protective equipment, comprehensive medical insurance cover and an end to salary delays.But the governors say they are some of the best paid civil servants in the counties and, perhaps, do not deserve any more pay. Any pay rise is untenable and will distort counties payroll.The lowest-paid nurse, at certificate-entry level, earns total Sh71,870 monthly salary and an extra Sh10,000 every year as uniform allowance. A certificate in nursing takes about two years and is open to people with C- (minus) and above.On the other hand, an entry-level clinical officer with a diploma earns a gross salary of Sh83,380 per month.Council of Governors' chair Wycliffe Oparanya said the current demand to raise monthly risk allowances for nurses from a minimum Sh3,000 to Sh19,000 is untenable.“An increase in any allowances has a budget implication to the counties,” he told journalists Wednesday.All health workers received salary increments of between Sh20,000 to Sh60,000 in 2017 when they successfully negotiated the current CBAs. At that time, doctors went on strike for 105 days and nurses for five months.“The total cost for allowances awarded in 2017 for all the healthcare workers totalled Sh5.3 billion annually,” Oparanya said.Health gets lion's share of budgetHe said all counties devote a minimum of 30 per cent of their budgets to health,  most of it on salaries.CoG head of human resources James Ongwae said the fat salaries of health workers had created disparities with other professionals earning considerably less money.For instance, entry-level engineers and economists with degrees earn a maximum of Sh65,750 a month.Comparatively, the highest-paid nurse in Kenya earns Sh428,430 while the top-earning economist or engineer bags Sh269,200.“We’ve increased allowances of these health cadres to a level now we have a serious problem,” Ongwae said.“Where is fairness. We have given nurses almost twice. We know about educational qualification of an engineer and nurses.”Unable to employ more medicsThe governors also said the high salaries meant counties are unable to employ more nurses because it is expensive.Last week, the nurses and the Ministry of Health signed a return-to-work formula, which was rejected by governors.Kenya National Union of Nurses' secretary-general Seth Panyako said the RTWF gives all nurses a 500 per cent increase in nursing allowance to Sh15,000.Panyako, who is campaigning to be re-elected at the helm of KNUN next month, urged governors to sign the agreement.“It is not right for the CoG to try to run away from the process they know and a process which they are not being asked to generate any income,” he added.On Wednesday, Health CS Mutahi Kagwe said the ministry had already given its input to the RTWF and will not interfere with further discussions between CoG and the unions.""We have listened to the CoG at the moment they are engaged in discussions with the various unions but as far as the national govt is concerned it's clear,"" he said. He added: ""From a policy and philosophy point of view we continue to urge that the county governments continue and agree on various working protocols with healthcare workers. But as I say and repeat, we will not interfere. We cannot, by law, tell a county to hire or fire any of their workers, let alone healthcare workers.""Oparanya said any increase in allowances has to be authorised by the Salaries and Remuneration Commission and Treasury must commit to providing the cash.He said CoG cannot legally sign any return-to-work agreement on behalf of counties and so a full council would be required to ink a deal.Oparanya said the doctors' strike was resolved quickly on December 24, last year because there was no demand for extra allowances.He said all other civil servants including drivers are also at risk of contracting Covid-19.“Therefore, in the unlikely event that all workers demand a Covid allowance and increase in other allowances, the country will grind to a halt. We urge that health workers put the country first and adhere to the oath of allegiance to service,” he said.Last year, all health workers were paid Sh3 billion Covid-19 allowances for three months from April.  The allowances ranged between Sh5,000 and Sh20,000 for different cadres of health workers including doctors, nurses, laboratory technicians.Baringo Governor Stanley Kiptis, who attended Wednesday’s meeting, said it was no longer possible to devote more money to three cadres – doctors, nurses and clinical officers – yet healthcare has 17 cadres.“In Baringo 55.7 per cent goes to health and we can’t stretch further,” he said.Rampant shortageThe Kenya Health Service Delivery Indicator Survey 2018 Report shows a rampant shortage of staff in public facilities.The survey, conducted by the World Bank and Kenyan government also noted rampant absenteeism of 60.7 per cent by doctors followed by nurses (54.5 per cent) and clinical officers (49.5 per cent).“During the unannounced visit, more than half of the clinical staff were absent. In fact, most of these absences were approved,” the report says.Currently, the strike has failed in 13 counties where all health staff are working. These are Bomet, Tharaka Nithi, Marsabit, Kirinyaga, Murang'a, Laikipia, Samburu, Narok, Siaya, Turkana, Mandera, Wajir, Nyeri and Machakos.The nurses strike is ongoing in 33 counties while clinical officers are only on strike in eight counties. Doctors from six counties — Migori, Nairobi, Nyamira, Mombasa, Garissa and West Pokot — are also on strike. Last week, medical lab technologists from five counties also announced they were on strike. These are Kakamega, Isiolo, Homa Bay, Baringo and Machakos.In Garissa and Mombasa public health services are virtually non-existent, with doctors, clinical officers and nurses being on strike.The governors also said they will not reinstate sacked health workers even through a return-to-work formula.They said several courts have also issued orders to suspend the strike, and as is, the strike is not protected in law.(edited by o. owino)"
435,Is Kang’ata on his way to Ruto's camp?,"Besieged Murang’a Senator Irungu Kang’ata on Wednesday skipped a top Jubilee meeting, triggering talk of his looming defection to Deputy President William Ruto’s camp.The Star established that Kang’ata, who had been invited to attend the meeting at Jubilee House in Pangani, Nairobi, did not show up.When reached for a comment, the Senate Majority Whip said he did not attend the meeting because “I was busy elsewhere, I couldn’t make it.”The meeting was attended by Jubilee secretary general Raphael, Senate Deputy Majority leader Fatuma Dullo, National Assembly Majority leader Amos Kimunya and his deputy Jimmy Angwenyi.National Assembly Majority Whip Emmanuel Wangwe, his deputy Maoka Maore and secretary to the Jubilee parliamentary group Adan Keynan also attended the meeting in which the party decided to pull out of three upcoming by-elections.The no-show at the meeting – that culminated in a press conference – came a day after he reportedly rejected a push by the party honchos and President Uhuru  Kenyatta's allies to withdraw the letter to the President.Late last year, Kang’ata shocked the nation when he penned a letter to the President discrediting BBI’s popularity in Mt Kenya region, Uhuru’s political bastion. Uhuru's men termed the move 'disrespectful'.In the letter, the senator told the President that the BBI referendum might fail in the region unless Uhuru and his handshake partner ODM leader Raila Odinga change their strategy.He affirmed the position at a press conference in Parliament on Monday despite criticism and pressure to withdraw the letter and apologise to the head of state.“I think I still have an obligation to talk the truth… the truth is there is a systemic political problem that needs some intervention in our county of Murang’a and in the larger Mt Kenya,” Kang’ata said.He cited opposition to the expanded Executive, the involvement of provincial administrations and campaigns by former MPs as some of the issues working against the initiative.“Let us emphasise on the soft power and art of persuasion. In my humble view, the provincial administration in BBI process should be invisible,” he said.Sources intimated that Jubilee bigwigs hosted Kang’ata for a meeting on Tuesday evening, where he was asked to retract the letter, but he declined.“They asked him to attend today’s (yesterday’s) meeting and press conference, but his phone was off all morning,” the source disclosed.Yesterday, Tuju and Dullo confirmed Tuesday’s meeting.“We held a leadership meeting yesterday, he was with us…. He is still our whip until otherwise he decides or any other things come up,” Dullo said.But when asked whether he was ditching the President’s camp, Kang'ata replied, “I am fighting for the truth and rights. I don’t believe in Jubilee factions and divisions.”At the press conference, Tuju and Maore said the party had not discussed punishing Kang’ata for his letter to the President.“….it is not part of this discussion. It is not part [of the agenda] of any of our caucuses. It is not part of what we have discussed even outside here. Let’s leave that matter to Kang'ata to decide,” Maore said.Kang'ata has been one of President Uhuru’s foot soldiers and most trusted lieutenants in the Mt Kenya region.In May last year, Uhuru influenced his election as the Senate Majority Chief Whip following a meeting at State House where senators Susan Kihika (Nakuru) and Kipchumba Murkomen (Elgeyo Marakwet) – key allies of the DP – were kicked out as Majority Chief Whip and Majority leader, respectively.Later, Kang'ata excited key party decisions by whipping party members to among others vote out Tharaka Nithi Senator Kithure Kindiki as Senate deputy speaker.However, his letter and skipping party meetings have triggered murmurs and talks that he was on his way out of the President’s circles.The letter emerged at the time his close friend nominated Isaac Mwaura joined Ruto's camp and tore into the President and his family at the homecoming of Msambweni MP Feisal Bader. The DP attended the meeting.Mwaura was Kang'ata’s best man during his colourful wedding held at Gathinja Catholic Church in Kiharu constituency, Murang’a county, in September 2018. The President attended the wedding.The letter also came around the time Kandara MP Alice Wahome, a DP confidant who hails from the same county as Kang'ata, issued a statement, scathingly attacking the President for allegedly using the BBI to cling to power.She claimed that the President is seeking to change the 2010 Constitution to help him gain control of state power while outside through what she termed a façade of democracy.“For Kenya, to remain a truly democratic and rule of law state, our President must accept the reality that his term is coming to an end. He must ensure peaceful transfer of power in 2022 and go home,” Wahome said.Kang'ata’s other close ally, Kiharu MP Ndindi Nyoro, also hailing from Murang’a, and who is close to the DP, has too been critical of the President and his handshake with Raila.Nyoro served as the chairman of the National Government Constituency Development Fund Board of Kiharu during Kang'ata’s tenure as the MP."
436,Raila in joint 2022 campaigns plan with Uhuru,"ODM leader Raila Odinga has hinted at a plan to mount a joint countrywide charm offensive with President Uhuru Kenyatta during the 2020 presidential run.He said they will be targeting the grassroots in what is seen as a strategy to turn the tables on Deputy President William Ruto. The handshake partners have started their quest by rallying ODM and Jubilee youth leaders to work together to campaign for the Building Bridges Initiative, starting with Nairobi.Raila, who yesterday met 800 young people from Nairobi, said the President was aware of the meeting and that he had given his blessings.“I spoke the other day with my brother Uhuru and agreed that we bring together the Nairobi youths,” he said.“We agreed that we should first speak with the Nairobi youth and bring together the Jubilee and ODM youths so that we can start the journey together.”They will move around constituencies, wards, villages, and households to map support for BBI.Raila said relying on public rallies to drive the BBI agenda might be misleading as it would be difficult to tell genuine supporters.“We must know our people right from the grassroots,” he said. “From Nairobi we will go to all parts of the country, Machakos, Mombasa, Lamu, Lodwar, Migori, Kinangop, Mandera, Moyale and even to Eldoret so that Kenyans can realise that it has dawned.”The Uhuru-Raila strategy could reverse Ruto's gains and counter the growing 'hustler nation'.The recently launched United Democratic Alliance party, associated with Ruto, is seen as part of a political scheme by the Tangatanga brigade to divorce Jubilee.The new strategy comes days after Uhuru came close to confirming that he would not support Ruto in 2022.The President said in Vihiga last Saturday that the presidency does not belong to two tribes – Kikuyu and Kalenjin.He said it was time other communities took over, a statement that has elicited heated reactions, especially from among Ruto’s allies who have been angling for the President's endorsement.“I can also say there are only two tribes that have occupied the top seat, perhaps it is time for another community to lead,” Kenyatta said.The President and DP Ruto came together in 2012 in an agreement the latter would take over after 2022, but that is no longer tenable.However, Uhuru appears to be fully aboard the BBI train, hence the call for ODM and Jubilee youths to work together going forward.The ODM leader took a swipe at Ruto, saying the DP should marshal the courage and oppose the BBI instead of poking holes in it from within.“This is someone who wants to say ‘NO’ but lacks the courage to do so,” the former PM said, urging his supporters not to be swayed.Raila dismissed calls for multiple-questions, saying it was like giving Kenyans an exam “yet 50 per cent of the people cannot write and read.”He said the BBI has three facets of recommendations which require administrative action, legislative action, and a change of Constitution.The thinking in the handshake camp is that the issues proposed in the BBI cannot wait for the 2022 General Election.Raila said their vision is to have a Kenya where citizens get healthcare services, whether they have money or not, where elderly persons get stipends and women are given space to nurture their ambitions.“We must know our people right from the grassroots. We will do better than follow crowds which don’t give the correct picture,” he said.He put a strong case for the expanded Executive, saying it should be more efficient and more accountable.BBI is seeking to introduce the post of Prime Minister and two deputies as well as the Leader of the Official Opposition.Leaders who accompanied Raila to the Ufungamano meeting said the time was ripe for his (ODM leader’s) presidency.Nominated MP Maina Kamanda, Suna East’s Junet Mohamed (also BBI secretariat chairman), and Embakasi East’s Babu Owino vouched for a Raila presidency.Junet said, “I heard Ruto complain that he supported Kenyatta not because he was Kikuyu. But where did they come up with the debt theory? There is no debt owed to anyone politically.”Owino said, “Ruto has been talking about the dynasty. He is the biggest dynasty alive.”Waweru said they had been worried about Nairobi but were now confident since the two parties were together.Kamanda said, “We are waiting for him [Ruto] to come out and oppose the BBI.”"
437,Masinde Muliro varsity shuts four satellite campuses,"Masinde Muliro University of Science and Technology has closed down four satellite campuses and ordered students to report to the main campus in Kakamega.The move, made public through an internal memo from the office of the registrar academic affairs Thomas Sakwa, shows that the closure will affect Mumias, Kisumu, Kapsabet and Nairobi campuses.“Following the closure of the listed campuses by the university management board on December 31, 2020, the senate during its special meeting held today, 12th January 2021, resolved that the affected students report to the main campus immediately for placement,” the memo reads.The university has joined other universities that have closed some of their satellite campuses. They include Kisii University, which closed down its Nairobi campus, and Egerton university, which also closed its Nairobi campus.The move comes against the backdrop of university reforms that recommended downsizing of institutions to enable them to stay afloat.Although the reforms proposed by Education Cabinet Secretary George Magoha are yet to be affected, some institutions have started internal reforms that include staff layoffs and closure of campuses.Satellite campuses gained prominence with the popularity of self-sponsored programmes.Institutions of higher learning have been riding on the rapid growth in self-sponsored adult and evening classes that is part of the rush to get university education.The rush prompted fierce competition among universities to open satellite institutions in major towns in a bid to attract more enrolment.The main target is the working class, most of whom attend evening and weekend classes.Income from non-traditional students has enabled some institutions with low enrolment numbers and poor funding to stay afloat.In 2017, the then Education CS Fred Matiang’i announced a freeze on opening new satellite campuses in the country.Matiang’i faulted the satellite institutions, citing poor quality of education. He said there was a need to regulate the opening of new campuses."
