,Title,Text,Status
43,Sonko's video doesn't show bodies of virus victims dumped into the sea,"A Facebook post with a video shared by the governor of Nairobi, Mike Sonko, claiming to show bodies of Covid-19 victims dumped into the sea is FALSE.
The post reads “some countries throw Covid-19 infected dead bodies into the seas.”
The video is being shared amid reports that governments across the world are facing challenges in managing a steep rise in the number of dead bodies they must handle due to the Covid-19 pandemic.
Hundreds of unclaimed bodies were recently buried in a mass grave in New York.
With more than 600,000 cases and over 30,000 deaths as of April 16, the United States has experienced a surge in coronavirus infections and deaths in the past month.
An examination of the video using the InVID video verification tool shows that the clip is linked to a post dating back to 2018, long before the outbreak of Covid-19.A Google search links the video to African immigrants who died in a ship accident off the Libyan coast in 2014 while trying to get to Europe.
Media reports indicate that the bodies were found washed up 30 miles east of Tripoli, the capital of Libya.
A 2014 report of the same incident carried in the UK’s Daily Mail shows photographs of the rescue and recovery operation in Libya.
Data analysed by the United Nations High Commission for Refugees shows that many African migrants die in their attempt to cross the Mediterranean sea to get to Europe every year.
In July 2019, up to 150 immigrants were reported dead off the Libyan coast while 137 others were rescued when a boat they were travelling in capsized.

 

PesaCheck has looked into a Facebook post claiming to show a video of dead Covid-19-19 victims dumped into the sea and finds it to be FALSE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.By partnering with Facebook and similar social media platforms, third-party fact-checking organisations like PesaCheck are helping to sort fact from fiction. We do this by giving the public deeper insight and context to posts they see in their social media feeds.Have you spotted what you think is fake news or false information on Facebook? Here’s how you can report. And, here’s more information on PesaCheck’s methodology for fact-checking questionable content.This fact-check was written by PesaCheck Fact-Checker James Okong’o and edited by PesaCheck News Editor Enock Nyariki.",FACT CHECK
44,Free vouchers ad 'from Tuskys' supermarket is fake,"A post on a website claiming to offer free vouchers from Tuskys supermarket is FAKE.
The post claims that Tuskys has 142 free vouchers worth Ksh10,000 to give. To get the voucher, one is required to fill a survey, after which they are to share the advertisement to 20 WhatsApp groups.However, a tweet posted on April 17 on the official Tuskys Twitter account warns that the advertisement is a sham.The said vouchers are not advertised on the official Tuskys website, the online store, or the supermarket’s Twitter and Facebook accounts.
A WhoIs search of the website containing the ad shows that it was created on March 5, 2020 while the official Tuskys website was created on July 14, 2006.A screenshot of a WhoIs search of the fake website.A screenshot of a WhoIs search of the official Tuskys Website.
PesaCheck has looked into the claim that Tuskys supermarket is offering free vouchers worth Ksh10,000 and finds it to be FALSE.
This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.
By partnering with Facebook and similar social media platforms, third-party fact-checking organisations like PesaCheck are helping to sort fact from fiction. We do this by giving the public deeper insight and context to posts they see in their social media feeds.
This fact-check was written by Fact-Checker Linda Ngari and edited by PesaCheck News Editor Enock Nyariki.",
45,Is Wuhan exporting clothes and beddings to Africa?,"The mention of the word Wuhan easily brings the current coronavirus pandemic in mind.
Wuhan, the capital of Central China’s Hubei province, is a commercial centre divided by the Yangtze and Han rivers. 
It is here that the outbreak was first identified in December 2019 before it was  recognised as a pandemic by the World Health Organization (WHO) on March 11, 2020.
As at March 24, more than 395,807 cases of Covid-19 have been reported in more than 196 countries and territories, resulting in more than 17,235 deaths and  103,748 recoveries.
On Tuesday a twitter user made a claim that China authorities had allowed Wuhan to import used clothes and beddings to Africa,
Is this true?
The Star's fact-check desk moved in to establish the truth,
The claim
Clothes, beddings etc from Wuhan China are set to flood the second-hand market's in Africa

 

The twitter user by the name Masibili made the claim that second-hand clothes and beddings from Wuhan were set to flood the markets in Africa.
Though he did not name any specific country, Masibili said the move was a clear indication that the coronavirus ain't disappearing any time soonFINDINGS
Coronavirus is a pandemic disease caused by severe acute respiratory syndrome coronavirus 2.
Well known as Covid-19, the virus is typically spread from one person to another via respiratory droplets produced during coughing or sneezing.
It primarily spreads when people are in close contact but may also spread when one touches a contaminated surface and then one's face.
The World Health Organisation says the disease is most contagious when people are symptomatic, although spread may be possible before symptoms appear.
The time between exposure and symptoms onset is typically around five days but may range from two to fourteen days.
While common symptoms include fever, cough, shortness of breath, complications may include pneumonia and acute respiratory distress syndrome.
There is currently no vaccine for the disease but recommended preventive measures include handwashing, covering mouth when coughing, social distancing and self-isolation among others.
We searched for the image used on Masibili's post and established that the photo was published on Chinese Website in Jan 2015.It was later reshared 33 times within China Mainland, Taiwan 14 times and South Korea 2 times.
Other areas that the photo has been shared include the USA, Thailand, Algeria, Cameroon and Spain with a total of 83 results.
We called the Chinese Embassy to confirm this claim and the spokesperson Ms Xueqing Huang dismissed it as mere propaganda.
Huang said Wuhan has been on a total lock down and all travel was banned until April 8.
VERDICT: FALSE
The Star's fact-check terms this post as false since there is no airline that is operating outside Wuhan.
Chinese authorities said Tuesday they will end a two-month lock down of most of coronavirus-hit Hubei province at midnight, as domestic cases of what has become a global pandemic subsides.
China barred people from leaving or entering Wuhan beginning January 23 in a surprise middle-of-the-night announcement and expanded that to most of the province in the consecutive days.
Trains and flights were cancelled and checkpoints set up on roads into the central province.
The outbreak has since been brought under control, and Hubei has seen almost no new infections for more than a week.More:",COVID-19 FACT CHECK
46,Are Africans immune to corona virus?,"Over the past few weeks, there has been a rumour that Africans are immune to the current corona virus disease.
This narrative has been widely shared on social media after it emerged that an African man had been treated and cured of the disease.
Despite numerous fact-checks that have been published, the narrative has still been circulated widely, on the grounds that Africa has reported low cases amid alerts on high risk of infection.
But is it true that Africans are immune?
Claim: Africans are immune to coronavirus
This claim was shared on a Facebook post several days after the outbreak of the disease in China’s Wuhan district.
The post claimed that a man had been cured because he had a ‘black skin’.
The Star’s fact-check team has been following since then and established to date there is no scientific evidence to link the cure to the race of the man.The desk established that Senou a Cameroonian student studying at China’s Yangtze University was admitted to hospital in early February and was successfully treated.
This was confirmed by the Chinese Embassy on Twitter.
An article was then published at news.af.feednews.com implying that Senu had been cured because he was black.
According to the article, the Chinese doctors confirmed that Senou stayed alive because of his blood genetic composition which is mainly found in the genetic composition of Subsaharan Africans.
The article indicated that Chinese doctors said Senou remained alive because he has black skin, the antibodies of a black are 3 times stronger, powerful and resistant compare to that of white.This article was then shared on Facebook in South Africa and by the following day, it had received over 2,000 shares.
Since then, the post has been widely shared in Kenya and Nigeria.
Days later, france24.com publication ran an article claiming health experts had been puzzled with Africa’s low rate of infection.
FINDINGS
As governments across the world grapple with the Coronavirus outbreak, WHO has reiterated the need to enhance surveillance and response activities and share critical information, as being essential to containing the outbreak and strengthening health systems.
 Globally, 90,870 cases have been confirmed out of which 1,922 were new cases as of March 3.
 China has the highest number of cases at 80,304 with the death toll standing at 2,946. Out of these deaths, 31 had been reported as new since the outbreak in Wuhan.
 Outside China, WHO data shows 10,566 cases have been confirmed in 72 countries.
A total of 166 deaths have been reported.The risk of infection both in China and globally is very high.
 The African continent is estimated to have a population of about 1.3 billion.
 The continent has close commercial links with China and there have been fears that the virus would spread due to the fragility of its medical services.
 Africa has only reported 12 cases as of March 4, with Algeria having the highest number of cases at five.
 Other countries with patients who tested positive for the virus are;

Egypt - two people
Senegal – two people
Morocco - one person
Nigeria - one person
Tunisia - one person

Kenya which was perceived as a hot spot due to its close ties with Beijing has had over 15 alerts but all tested negative.
 Out of all the cases, African Union data shows, they are imported cases by foreign nationals either on transit or visiting the said countries.Coronavirus is a small micro-organism that cannot be seen by the naked eye but through specialised equipment.
 Epidemiologist Abdhalah Ziraba said the virus can survive in animal bodies but has the ability to survive on surfaces for at least 7 days.
 The virus is described as a circular object with sparks that look like a crown, which is where it derives its name.
Ziraba said the virus is a close relative to those that cause the common cold that we get all the time.
“While other flu’s are characterised by mild symptoms like headache, fever, sneezing and coughing, corona has a severe lung infection which is a sign of pneumonia,” he said.
Ziraba said the accumulation of water in the lungs denies them oxygen hence causing failure to breathe and ultimately death in some instances.According to the expert, many of those who are infected don’t get severe symptoms and can recover with timely intervention. He puts between 1-3 the number of complicated cases out of 100 infections.The complicated cases are attributed to pre-existing medical conditions like diabetes that compromise the immune system.The disease coded as COVID-19 originated from China in a food market said to be selling animals.Genetic diversity in Africa Omolade Awodu, a professor of haematology at the school of medicine at the Nigeria’s University of Benin, told Africa Check this is a  new virus and very little is known about it.She said in the decades of research she has not come across any research that confirms the claim that African blood composition or black skin resist coronavirus.
VERDICT – UNPROVEN
The Star is certain that the perception that Africans are immune to the disease is unproven.
According to Ziraba, there is no clinical study to back the claims that Africans have natural immunity.
He said the low cases in Africa could be a result of under-reporting or misdiagnosis, a theory that is backed by Africa’s weak health system.
“Although the disease is a viral infection, there is no evidence to link the disease to the difference in race,” he said. 
 He said though not yet confirmed, the disease might be thriving in cold weather, and by the fact that both the southern and northern hemispheres are experiencing winter, it would explain why those areas are more affected.These sentiments are echoed by the research arm of the doctors without borders MSF who said Coronaviruses, which include some of the viruses responsible for the common cold and flu, can show something called seasonality — that is, they peak and wane depending on the season.
In an interview with DW the doctors said many cold and flu viruses peak in winter, for example; the droplets sneezed and coughed out by people spread more easily in winter's cold dry air and when people are crowded inside together.
They then die down in warmer weather.""When the season is warmer and more humid, the droplets transmitting the [flu virus] tend to fall out of the air more quickly, therefore limiting its transmission,"" explained Yap Boum.Professor Amadou Alpha Sall, director of the Institut Pasteur in Dakar, Senegal told AFP that, “Ethnicity and genetics have no influence on recovery from the virus, and black people don’t have more antibodies than white people.To him, there is lots of false information about the disease and this was an example.",CORONAVIRUS
47,FACT CHECK: Has KWS banned conservationist Paula Kahumbu from Kenyan parks?,"A wildlife conservationist Paula Kahumbu has claimed that she was banned from entering Nairobi National Park.
But are these claims true?
The Star fact-check desk moved in to ascertain the authenticity of her claims.

 


 

On her social media pages, Kahumbu claimed that she was banned after her spirited campaign against KWS for having allowed the recent Koroga Festival to be held inside a protected area, the Hells Gate National Park.""I have been waiting at the entrance of Nairobi Park for one hour - they will not sell me a ticket because, they say, there are issues to be sorted. No mention of what issues or with whom,"" she said.
This attracted various responses from her social media followers who sided with her side of the story.Where it started 
Last week, a Nakuru court ruled against WildlifeDirect’s application for an injunction as well as a petition against KWS and the Naivasha Love Festival over the Koroga Festival.

 


 

In the ruling, Justice Mutungi stated that the court did not have jurisdiction to hear the case.
This led to conservationists say the ruling was a  great loss and injustice to wildlife and protected areas in Kenya.

 

Kahumbu, who is the Chief Executive Officer at WildlifeDirect after losing the case said, “Success is not winning a court case. Success is a thriving wildlife. It is a very sad day for Kenya and lovers of wildlife that the agency responsible for the conservation of wildlife has accepted Sh700,000 ($7000) despite the fact that the event imperils critically endangered species in an already degraded park.”
Later on, she went on Facebook and registered her disappointments openly.""The court threw the case out on a technicality. Because of this ruling, KWS gets away with violating the law,"" she said.
""I am disappointed, very disappointed that the judge was so supportive of the event. I want to scream, punch and kick. Am I crazy?""
What are the findings?
The Star's fact-check desk has established that whereas it is true that Kahumbu moved to court over the Koroga Festival, she has not been banned from accessing the parks.
Director-General John Waweru's PA by the name Mark Kinyua told our teams on the ground that they are trying to fix an appointment for Kahumbu. 
Kinyua, acknowledged that they had received a letter from Kahumbu about her being denied access.
""The DG has received an email from Kahumbu about the same, we will make an appointment with her and straighten out her issues."" he said.
His sentiments were supported by KWS spokesman Paul Udoto who told the Star that they have not banned the conservationist.
""Ask her to share with you the evidence that she has been banned from the parks. I am not aware of any ban,"" Udoto said.""Paula has made the claim. KWS has not publicly accused her of anything yet. The burden of proving her claims lies on her,"" he added.
On reaching out to the vocal conservationist, she said when she arrived at the park's entrance on Tuesday with some visitors, she was denied access and told to clear with the DG.
She said she tried to reach out on the DG through phone but his line was not going through forcing them to leave after several hours of waiting.
""He was not even in the building. The staff asked me to wait. After an hour they asked me to call the DG. He didn’t answer. I told my friends to go ahead. The guide is embarrassed and ashamed. What is the point of this? I called others at KWS...You are joking...is what one of the senior staff said. What kind of Kenya do we live in?"" she said.
""The press keep calling me and are asking a lot of questions. I suggest they call KWS as I can only re-state what happened. I have nothing in writing from KWS regarding why I have been barred from entering Nairobi Park,"" she added.
Verdict
Currently, there is no law that allows KWS to ban someone from accessing the park, however, only those that are deemed criminals, armed with weapons or potential poachers can be prevented from accessing the parks.
It is in the public domain that Kahumbu went to court over the cancellation of the festival.
A Nairobi Court sitting ruled that Kahumbu’s case was “baseless”, and ordered that organisers proceed with the mega-cultural entertainment event at Hells Gate National Park.
Kahumbu in her disappointment took the war to social media instead of seeking redress from an alternative court as she had been advised.
Secondly, the teams on the ground asked Kahumbu to provide any documents to back the claims that she had been banned, which she could not.
Instead, she said in the email sent to the DG, that she asked to be furnished with reasons behind the ban and formal documents for the same.
From reports gathered, the conservationist was only told for her to gain access at the entry, she needs to get a clearance from the DG.
The Star thus indicates the claims by Kahumbu are FALSE and MISLEADING  as she has not sorted out whatever pending issues she has with the DG's office.
Such claims can only stand with all indications that whatever issues that are pending are sorted and that KWS has issued proper documentation to back the same.",FALSE!
48,FACT CHECK: Did June Ruto meet Echesa in Poland as part of the fake military arms deal?,"A photo of former Sports CS Rashid Echesa with Deputy President William Ruto's daughter June Ruto has gone viral on social media alleging that the two met in Poland to negotiate part of what has come out as the fake military arms deal.
But are these claims true?
The Star fact-check desk moved in to ascertain the authenticity of the image.

 


 

How did it start?
Echesa and three others were last week arrested by DCI detectives over links to procure a fake military arms deal for the government.
The deal is said to have been worth Sh39.5 billion.
Echesa and his co-accused were on Monday charged with conspiracy to commit a felony by conspiring to make a document with intent to defraud.
Echesa has also been charged alongside three others with six counts of making a false document in the scam.
They are also alleged to have obtained Sh11.5 Million from Kozlowski Stanley Bruno by purporting that they will award him with a tender to supply military equipment.
However, they all denied the charges.Echesa has also denied impersonating to be Deputy President William Ruto's PA.
The suspects were also charged with attempting to defraud Sh39 billion from the complainants.
The prosecution opposed bail with the DPP saying if released they might interfere with witnesses and exhibits.They were however granted a Sh1 million bail or an alternative Sh3 million bond each to secure their freedom.
Kenyans On Twitter later started a hashtag condemning Echesa and the deals.
While some used the photoshop photo to demand the recalling of June, others went ahead to clarify it was a fake photo used for propaganda.
What are the findings?
The Star's fact-check desk has established that whereas it is true Echesa is being investigated for the fake arms deal, a silent campaign dubbed '2030 files' has been going on over his close links to the deputy president William Ruto.
As a result, when Echesa was arrested, his photos portraying him to be in negotiations with top Polish military personnel flooded the social media.
One aspect that is clear is that these photos were branded 2030 files.
The office of the DP on Monday clarified that at no point has the DP held a meeting with Ehesa over the deal.
Communications secretary David Mugonyi said while it is true Echesa visited the Harambee Annex with an intention to meet the DP, the meeting did not happen as the DP was absent from the office.
Sor far the DCI have reviewed the CCTV footage and grilled top aides to the DP as investigations into the deal proceed.Secondly, the Star established that Kenya does not have an Embassy in Poland.
It has an Embassy is in Rome, Italy but with multiple accreditations to Poland, Cyprus, Greece and Malta with Ambassador Jackline Yonga serving as the current permanent representative.
A source from the foreign affairs confirmed that Ruto's daughter June Ruto serves as the current deputy head of mission to Poland.
In February last year, some Kenyans took to social media after it emerged that June Ruto was Kenya’s Charge D’Affaires in Poland.
The information emerged when then Foreign Affairs CS Monica Juma posted photos with June as she received her in Warsaw where she was on a diplomatic trip.
“Arrived in Warsaw, Poland this morning to attend the Warsaw Summit which will be looking at security in the Middle East, taking place tomorrow. Was received by June Ruto, Charge D’Affaires,” Juma posted on Twitter.
When asked of June's role in the European nation, the ministry denied the claims saying, ""It is not true that she has been posted as a deputy ambassador. In fact, she is a very junior officer working as international relations and trade officer under the American directorate at the Ministry of Foreign Affairs"".June's role thus remains one of the senior-most ranks in foreign service as a Charge D’Affaires heads an embassy in the absence of the ambassador.
June holds a master’s degree in International Studies from the University of Queensland, Australia and a bachelor's degree in Diplomacy from the United States International University (USIU) in Nairobi.
The ministry told the Star that despite June's position, she has not at any point held talks with anybody regarding whatever negotiations leave alone a military deal.
On digging deeper, the Star established the viral photo is a photoshop created on Monday.
The original photo was taken in Poland last year during the 26th International Defense Industry Exhibition (MSPO).
The event attracted 624 exhibitors from 31 countries all displaying modern weaponry in terms of bombs, tanks and drones.
The said photo is thus among 22 pictures that were displayed in the gallery as in the link below.Verdict
It is in public that Echesa and three others are being investigated for the fake deal.
So far police reports indicate they had already obtained Sh11.5 million from Kozlowski Stanley Bruno for the deal.
According to the Ministry of Foreign Affairs, it is confirmed that June Ruto is the deputy head of mission to Poland.
However, the claims that Echesa and Ruto held a meeting to negotiate the deal are baseless because the image is Photoshopped.
The Star thus indicates the claims are FALSE as police are yet to conclude investigations.
In their submissions in court, the police said they intend to travel to establish who else the suspects met and what they talked about.
The truth can only be established upon the conclusion of the investigation.More:",FALSE!
49,"Are Murkomen, Mutula Jnr in conflict of interest for representing Sonko in graft case?","The dramatic arrest and arraignment of Nairobi Governor Mike Sonko has sparked debate after two elected senators were part of his legal team in his graft case.
While some critics say Elgeyo Marakwet Senator Kipchumba Murkomen and his Makueni counterpart Mutula Kilonzo Jr were acting in conflict of interest, others say the duo owe no one an explanation as they were representing Sonko in their individual capacity as advocates.
Murkomen is the Senate Majority Leader while Mutula is the Senate Minority Chief Whip.

 

The two are part of the 12 advocates that lined up in court to defend the governor who is facing 19 counts related to corruption and other economic crimes at City Hall.
Siaya Senator James Orengo has also continued his legal practice despite the fact that he is a legislator.
Orengo represents Busia Governor Sospeter Ojaamong who is also facing graft charges.
What did President Uhuru Kenyatta say?
During the 56th Jamuhuri Day celebrations at the Nyayo National Stadium, President Uhuru Kenyatta was applauded to asking civil servants to stick to their jobs.
Uhuru said the Rule of Law, Good Governance, Integrity, Transparency and Accountability are the pillars of our constitutional democracy.The President said on assumption of state office or public office, the officers become the trustees of the people; with a constitutional, statutory and moral duty to administer public affairs and resources in fidelity with the law, and strictly for the benefit of the people. 

 

“State and public officers are not above law.  Our constitutional order is a jealous one; it demands that state and public officers serve no other master but it,” he said.
Uhuru added, “One cannot serve as a legislator at the National or County Level while at the same time practising law, whether or not for gain.   In the same way, judges and magistrates cease completely any legal practice while in office, similarly doctors, engineers, accountants and other professionals who take up state or public office, should give up private practice and devote their full time, energies and focus on public duties; and without the perception that they are using state or public office as a mere platform to advance other interests.”
“Is it fair and right for legislators who have control over funds and exercise oversight over the Judiciary to appear in courts as counsel?  Is it fair on the judicial officer hearing the case or the other parties that, one party in the case is represented by persons who can literally change the law applicable to the dispute, control the career progression of the judge or magistrate or are able to speak with the voice of an entire arm of Government?”.  
According to the president, the position is simple, “you either serve the public in the role you signed up for or you serve the Republic as a private practitioner; it is a profound conflict of interest to do both”.
What did critics say?
Nairobi Senator Johnson Sakaja said the legal move the two senators adopted prejudices their duty as senators who have the mandate to oversee counties.
Sakaja in a radio interview said Murkomen and Mutula are not just senators but leaders representing their parties in the house.
“That is an absolute conflict of interest. It is true the governor can have the lawyers of his choice or the best legal mind. But imagine a scenario where a court of appeal judge appearing as a lawyer for one of the judges accused in a matter,” he said.Steve Ogolla on twitter posted, “THE SENATE has a special mandate to oversight counties. As a consequence, Sen. Murkomen and Mutula Kilonzo have no right to appear in court on behalf of Gov. Sonko, unless they want to create the crisis of reverse oversight. The conflict of interest is massive and irreconcilable”.
His sentiments were echoed by advocate Donald Kipkorir who said, “Article 77 of the Constitution bars State Officers from engaging in any other gainful employment. Lawyers who are Senators & MPs break this Constitutional provision with impunity whenever they practice law. EACC, DPP & LSK should enforce this Article. Constitution is Supreme”.
What does the law say on the role of the Senate?
Article 96 of the Constitution gives the senate the exclusive mandate to protect counties and their governments.
It is the senate and the county assemblies that consider and vote on the financial accounts of the 47 county governments.
As senators, Murkomen and Kilonzo Jr will have to cast their vote when the matter finally gets to the House through the report of the watchdog committee that considers the accounts.
What does the Advocates Act say?
Murkomen argues that there is the presumption of innocence on the part of Sonko and that nothing in the law stops him from representing a client.
“What you are seeing is a coordinated assault on the counties and their governments,” Murkomen said, adding that he got involved in the case in line with Article 96, which mandates the senate to protect counties.
He argued that the issue was merely cropping up because of his involvement in the case.But the Advocates Act states that no person shall be qualified to act as an advocate unless he has been admitted as an advocate,  his name is for the time being on the Roll and has in force a practising certificate.
“Qualification for admission as advocate Subject to this Act, no person shall be admitted as an advocate unless he is a citizen of Kenya, Rwanda, Burundi, Uganda or Tanzania and he is duly qualified in accordance with section 13,” the Act reads in part.
With regards to professional and academic qualifications, the Act states that a person shall be duly qualified if having passed the relevant examinations of any recognised university in Kenya he holds, or has become eligible for the conferment of, a degree in law of that university; or  having passed the relevant examinations of such university, university college or other institution as the Council of Legal Education may from time to time approve, he holds, or has become eligible for conferment of, a degree in law in the grant of that university, university college or institution which the Council may in each particular case approve.
DPP's PROTEST
The issue of legislators representing clients in court became  part of a heated debate between the DPP Noordin Hajji, Siaya Senator James Orengo and Nyamira Senator Okong’o Omogeni in the petition filed by Deputy Chief Justice Philomena Mwilu after her arrest and arraignment in court.Hajji filed an application in the high court seeking the disqualification of Orengo and Omogeni from acting for DCJ Mwilu, because by virtue of their positions as lawmakers, they had accessed information that prejudiced the prosecution case.But the High Court ruled that a party alleging a conflict of interest bears the burden of presenting clear evidence that the person said to be acting in conflict of interest is acting in a manner prejudicial to the interests of the other party.Constitutional lawyerThe Star sought an interpretation from a constitutional lawyer over the matter.According to Kibe Mungai, a situation where legislators act as counsels for any accused public servant is an absolute conflict of interest.Mungai said are earning a full time salary from the tax payer’s money and thus such a move exposes the integrity of such individuals.“Imagine a scenario where a lawyer is appointed as a PS who is the accounting officer in any given docket. Can this lawyer PS someday appear in court to represent another PS accused of graft,” Mungai posed.According to him, Senators and MPs are state officers who are remunerated and cannot purport to defend another state officer accused by the same state.VERDICTThese claims are mostly true.In our analysis we have established that these legislators are giving the members of the public a raw deal.They are taking advantage of the omission of law on conflict of interests to engage in private business.This is backed up by the fact that President Uhuru Kenyatta on Jamhuri day directed the Attorney-General to fast-track the submission to Cabinet for approval and transmittal to Parliament, the Law on Conflict of Interest, which has been subject to stakeholders consultation.This bill states that  a public official is in conflict of interest if the official exercises an official power, duty or function that provides an opportunity to further the official’s private interests or those of the official’s relatives or friends or to improperly further another person’s interests.A public servant will be in conflict of interest  in a situation where the official’s private interests can reasonably be perceived to impair or influence the official’s ability to act objectively in the performance of an official duty; or  has private interests that could conflict with the official’s duties in future.Currently Kenya has no institutional framework for the management of conflict of interest.Such framework will ensure the regulation and management of real, apparent or potential conflict between public interest and private interest.",FACT CHECK
50,Taita Taveta MCAs impeached Governor Granton Samboja,"A Facebook post claiming that Members of the Taita Taveta County Assembly have impeached Governor Granton Samboja is TRUE.
The post adds that Samboja will appear before the Senate to defend himself.On October 9, 30 Taita Taveta ward representatives unanimously voted in favor of a motion introduced by the assembly’s Deputy Majority Leader Harris Keke to impeach Governor Samboja.
Taita Taveta County Assembly confirmed the governor’s impeachment in a statement on its official Facebook account. The statement reads in part,“The following grounds were cited by the Motion mover: the governor has been accused of gross misconduct, misleading the County Assembly, misappropriation of funds contrary to public finance Act 2012, stalled projects, misrepresentation of facts to the public with the aim of inciting the public against the County Assembly, failure to submit to the County Assembly an annual report on the implementation status of the County policies and plans as required by the County Government Act,2012, failure to adhere to County Assembly resolution on ratification of Mr. Davis Mwangoma as the acting County Executive Committee Member for Finance and Economic Planning.”Additionally, Mata Ward MCA Hon Nobert Chanzu accused the governor of not delivering a State of the County Address since he was elected into office in 2017.
The governor has been entangled in a three-month tussle with the ward representatives over ward budgetary allocations, and by the time of his impeachment, Samboja was in the process of collecting signatures from residents of Taita Taveta County in a bid to petition the president to dissolve the county assembly.
PesaCheck has looked into the claim that Members of the Taita Taveta County Assembly have impeached Governor Granton Samboja and finds it to be TRUE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.By partnering with Facebook and similar social media platforms, third-party fact-checking organisations like PesaCheck are helping to sort fact from fiction. We do this by giving the public deeper insight and context to posts they see in their social media feeds.Have you spotted what you think is fake news or false information on Facebook? Here’s how you can report. And, here’s more information on PesaCheck’s methodology for fact-checking questionable content.This fact-check was written by PesaCheck Researcher James Okong’o, was edited by PesaCheck Deputy Editor Ann Ngengere and was approved for publication by PesaCheck Managing Editor Eric Mugendi.",
51,These underwater photos are not from the Likoni Channel,"A Facebook post with images claiming to show vehicles on the floor of the Likoni Channel is FALSE.
The post appears to link this to the search for the bodies of a woman and her daughter who drowned in the Indian Ocean after the vehicle they were in slipped off the Likoni Ferry and sank on September 29.A reverse image search shows that the photos are not from the Likoni Channel as claimed in the post.The first image is from a video taken by Chris Roxburgh, a hobbyist diver based in Michigan. The video was recorded at Old Mission Peninsula in Michigan, and Chris first posted it to his Facebook page on April 30, 2018, and to his YouTube channel in October of the same year.The video was republished alongside an article in the Detroit Free Press on May 8, 2018, as well as on the MLive.com Facebook page dedicated to news from Michigan.
Confirming to PesaCheck that he took the video that the photo was extracted from, Chris Roxburgh stated that the model of the car is a 1979 Ford Pinto, and the video and image were both was shared on a number of news outlets, including USA Today, the Detroit Free Press and the Grand Rapids Press.
A reverse image search of the second photo shows that it is from this video shared on YouTube apparently showing an abandoned or crashed car found 200 metres under water. The video was published on July 24, 2016. The video was credited to Krzysztof Starnawaski, a technical diver.
A reverse image search of the third photo shows that it was published on AquaViews, a blog dedicated to content about diving, on July 5, 2009. The article states that the photo is of the remains of MS Zenobia, a Swedish-built ferry, which capsized and sank near Larnaca in Cyprus during its maiden voyage in June 1980. MS Zenobia was carrying a cargo of trucks that can still be seen under the water, and the wreck is a popular dive site. The photo was also shared by Blaze Press, in March 24, 2015.
The photos in the Facebook post claiming that they are from Likoni are all from different locations, and the post attempts to link them to an incident at the Likoni Channel in Mombasa, where a car sank after slipping off the Likoni Ferry. The car was retrieved from the Indian Ocean on October 11.PesaCheck has looked into the claim that a Facebook post containing underwater images showed vehicles at the bottom of the Likoni Channel and finds it to be FALSE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.By partnering with Facebook and similar social media platforms, third-party fact-checking organisations like PesaCheck are helping to sort fact from fiction. We do this by giving the public deeper insight and context to posts they see in their social media feeds.Have you spotted what you think is fake news or false information on Facebook? Here’s how you can report. And, here’s more information on PesaCheck’s methodology for fact-checking questionable content.This fact-check was written by PesaCheck Researcher James Okong’o, was edited by PesaCheck Deputy Editor Ann Ngengere and was approved for publication by PesaCheck Managing Editor Eric Mugendi.",CANCER-LINKS
52,"Ranitidine, drug used to treat heartburn, withdrawn from Kenyan market","A Facebook post claiming that Ranitidine, a drug used to treat heartburn, will no longer be available in Kenya is TRUE.
Ranitidine is an over the counter and prescription drug which relieves heartburn and is sold in Kenya as Neotack. The post adds that the ban order was issued after the drug was linked to cancer in the United States.
On September 2, the Pharmacy and Poisons Board issued a directive to pharmacies in Kenya to retrieve and quarantine all medicines that contain ranitidine sold in local pharmacies. The Board also asked doctors to prescribe available alternative medicines adding that Kenya will not import any more ranitidine products.

 

On September 13, the US Food and Drug Administration announced that tests on the drug found low levels of N-nitrosodimethylamine (NDMA), a probable human carcinogen.
The report by the FDA added that the organization is not asking individuals to stop taking ranitidine at the moment. However, it asked patients taking ranitidine prescription who wish to discontinue the drug use to talk to their doctors about other treatment options.
According to the World Health Organization, NDMA can occur in drinking-water through the degradation of dimethylhydrazine (a component of rocket fuel) as well as from several other industrial processes.”
PesaCheck has looked into the claim that the Pharmacy and Poisons Board has directed the withdrawal of Ranitidine, a drug used to treat heartburn in Kenya and finds it to be TRUE.This post is part of an ongoing series of PesaCheck fact-checks examining content marked as potential misinformation on Facebook and other social media platforms.By partnering with Facebook and similar social media platforms, third-party fact-checking organisations like PesaCheck are helping to sort fact from fiction. We do this by giving the public deeper insight and context to posts they see in their social media feeds.Have you spotted what you think is fake news or false information on Facebook? Here’s how you can report. And, here’s more information on PesaCheck’s methodology for fact-checking questionable content.This fact-check was written by PesaCheck Researcher James Okong’o, was edited by PesaCheck Deputy Editor Ann Ngengere and was approved for publication by PesaCheck Managing Editor Eric Mugendi.",CANCER-LINKS
